salto_id,type,title,dates,city,country,deadline_iso,deadline_raw,participants_countries,summary,url
14631,Training Course,Media Education Academy,1-8 October 2026,Comaruga,Spain,2026-07-03,3 July 2026,"Austria, Belgium - DE, Belgium - FL, Belgium - FR, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Moldova, Netherlands, Norway, Poland, Portugal, Republic of North Macedonia, Romania, Serbia, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, Ukraine, Western Balkan countries","Media Education Academy is an Erasmus+ project helping educators develop media literacy, critical thinking, and digital safety skills through practical, game-based methods to navigate misinformation and online challenges.",https://www.salto-youth.net/tools/european-training-calendar/training/media-education-academy.14631/
14898,Training Course,Digital Dementia: What Does Physical Friendship Mean? Physical Gifts vs. Virtual Gifts,17-25 August 2026,Bicăcel,Romania,2026-07-03,3 July 2026,Erasmus+ Youth Programme countries,"The Erasmus+ mobility project “Digital Dementia: What Does Physical Friendship Mean? Physical Gifts vs. Virtual Gifts” is a training course designed for youth workers, educators and NGO representatives interested in the impact of digitalization.",https://www.salto-youth.net/tools/european-training-calendar/training/digital-dementia-what-does-physical-friendship-mean-physical-gifts-vs-virtual-gifts.14898/
14962,Training Course,Solar Futures,18-27 August 2026,"Casa Algaia, Zaragoza",Spain,2026-07-04,4 July 2026,Erasmus+ Youth Programme countries,"Join an immersive learning journey where permaculture, solarpunk imagination and community practice come together.",https://www.salto-youth.net/tools/european-training-calendar/training/solar-futures.14962/
14960,Training Course,Plural Perspectives 4.0 - Promoting Diversity Awareness,8-16 August 2026,Bușteni,Romania,2026-07-05,5 July 2026,"Austria, Belgium - DE, Belgium - FL, Belgium - FR, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Republic of North Macedonia, Romania, Serbia, Slovak Republic, Slovenia, Spain, Sweden, Switzerland","We aim to promote tolerance, equal rights and non-discriminatory values among youngsters, by learning how to create efficient Raise Awareness Campaigns. All info - https://canva.link/s7yd5rxeielhfrd",https://www.salto-youth.net/tools/european-training-calendar/training/plural-perspectives-4-0-promoting-diversity-awareness.14960/
14739,Training Course,CHA-CHING CHAMPIONS,7-14 August 2026,PORONIN,Poland,2026-07-07,7 July 2026,"Croatia, France, Hungary, Malta, Poland, Portugal, Türkiye, Ukraine",Training Course focused on: • Financial literacy • Non-formal education methods • Practical tools for working with young people • International cooperation and exchange of experience,https://www.salto-youth.net/tools/european-training-calendar/training/cha-ching-champions.14739/
14331,Training Course,Creating something that doesn't yet exist it has to be the ambition of all who are alive - 28° National Week of the Method of Liberation and Conscientization by Paulo Freire,17-22 August 2026,Parma,Italy,2026-07-15,15 July 2026,"Erasmus+ Youth Programme countries , Other countries in the world , Partner Countries Neighbouring the EU","A week with the method of the Brazilian pedagogist Paulo Freire, according to the reworking and adaptation carried out by Gino Piccio",https://www.salto-youth.net/tools/european-training-calendar/training/creating-something-that-doesn-t-yet-exist-it-has-to-be-the-ambition-of-all-who-are-alive-28-national-week-of-the-method-of-liberation-and-conscientization-by-paulo-freire.14331/
14918,Training Course,Bodies in Migration,4-10 October 2026,Simiane-La-Rotonde,France,2026-07-15,15 July 2026,"France, Germany, Hungary, Poland, Romania",What if the body could speak where words fall short? A 5-day experiential training for everyone walking alongside young people with a migration background — experimenting and getting equipped with body-based tools inspired by dance and art therapy.,https://www.salto-youth.net/tools/european-training-calendar/training/bodies-in-migration.14918/
14933,Training Course,U in Verse,6-17 October 2026,Chartrier-Ferrière,France,2026-07-17,17 July 2026,"Czech Republic, France, Greece, Italy, Netherlands, Poland, Portugal, Romania","U in Verse is an experiential training course for youth workers and educators exploring mindfulness, embodiment, nature connection, creativity and play to strengthen wellbeing, presence, resilience and facilitation skills in youth work practice.",https://www.salto-youth.net/tools/european-training-calendar/training/u-in-verse.14933/
14521,Training Course,The Power of Non Formal Education in French / Le Pouvoir de l'éducation non formelle,29 September - 4 October 2026,Rochefort-en-Terre,France,2026-07-17,17 July 2026,Erasmus+ Youth Programme countries,"Training in French. Improving impact of Non Formal Education (NFE). Améliorer l'impact, les principes et les méthodes de l'ENF pour inviter les jeunes à être acteurs de changements sociaux. Repenser nos pratiques, en français.",https://www.salto-youth.net/tools/european-training-calendar/training/the-power-of-non-formal-education-in-french-le-pouvoir-de-l-ducation-non-formelle.14521/
14367,Training Course,"Solidarity Project lab ""Solidarity projects step by step""",17-19 November 2026,Luxembourg,Luxembourg,2026-07-19,19 July 2026,Erasmus+ Youth Programme countries,This is a workshop for young people aged 18-30 about solidarity projects. Participants are guided from the idea to the project,https://www.salto-youth.net/tools/european-training-calendar/training/solidarity-project-lab-solidarity-projects-step-by-step.14367/
14620,Training Course,The Playbook for Inclusion: Socio-Sports Leadership,2-10 September 2026,Llinars del vallés,Spain,2026-07-22,22 July 2026,"Algeria, Armenia, Austria, Belgium - DE, Belgium - FL, Belgium - FR, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Egypt, Estonia, Finland, France, Georgia, Germany, Greece, Hungary, Italy, Jordan, Latvia, Liechtenstein, Lithuania, Luxembourg, Morocco, Netherlands, Norway, Palestine, Poland, Portugal, Republic of North Macedonia, Romania, Serbia, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, Tunisia, Türkiye, Ukraine",Focus on suppot young sport educator who want to use sport as a tool of inclusion. To promote diversity in sports and increase awareness of gender equality. Aimed for youth NGO that work with non-formal education for youth empowerment.,https://www.salto-youth.net/tools/european-training-calendar/training/the-playbook-for-inclusion-socio-sports-leadership.14620/
14467,E-learning,Belarus in Erasmus+ & European Solidarity Corps: Consultations for Belarusian Youth and Potential Partners,1 August - 1 December 2026,,Belarus,2026-07-30,30 July 2026,"Eastern Partnership countries , Erasmus+ Youth Programme countries",Are you a young person from Belarus interested in Erasmus+ or the ESC volunteering? Or an organization interested in working with Belarus but unsure how to navigate the current context? Get a consultation with clear guidance and support.,https://www.salto-youth.net/tools/european-training-calendar/training/belarus-in-erasmus-european-solidarity-corps-consultations-for-belarusian-youth-and-potential-partners.14467/
14838,Partnership-building Activity,Inclusive Evolution: The Next Generation 2026,11-15 September 2026,Budapest,Hungary,2026-07-30,30 July 2026,"Erasmus+ Youth Programme countries , Other countries in the world , Partner Countries Neighbouring the EU","We invite European representatives from NGOs, academia, and allied sectors to the Partnership Building Event 2026. Join like-minded professionals to explore synergistic opportunities and establish lasting partnerships. Registration deadline: 30.07.2026",https://www.salto-youth.net/tools/european-training-calendar/training/inclusive-evolution-the-next-generation-2026.14838/
14934,Training Course,Learning by Bussing 2.0: from Denmark to Czechia,7-25 September 2026,,Denmark,2026-08-03,3 August 2026,Erasmus+ Youth Programme countries,"Want to travel & learn? Join the Erasmus+ road trip Learning by Bussing (Sep 7–25) from Denmark to Prague! Run workshops, visit NGOs & meet new friends.",https://www.salto-youth.net/tools/european-training-calendar/training/learning-by-bussing-2-0-from-denmark-to-czechia.14934/
14954,Partnership-building Activity,Volunteering Teams as a Tool to support Inclusion,5-9 October 2026,Metsäkartano Youth Centre,Finland,2026-08-09,9 August 2026,"Armenia, Azerbaijan, Georgia, Moldova, Ukraine, Erasmus+ Youth Programme countries , Southern Mediterranean countries , Western Balkan countries","Volunteering Teams as a Tool to support Inclusion partnership-building activity is for organisations looking for partners for volunteering teams, and for ideas on how to include inclusive elements in their projects.",https://www.salto-youth.net/tools/european-training-calendar/training/volunteering-teams-as-a-tool-to-support-inclusion.14954/
14886,Training Course,Understanding to Respond: Youth Work and Radicalisation,9-13 November 2026,Helsinki,Finland,2026-08-09,9 August 2026,Erasmus+ Youth Programme countries,"This training course invites youth workers to explore how radicalisation develops, how beliefs and narratives shape young people’s attitudes, and how youth work can play a meaningful role in prevention and response.",https://www.salto-youth.net/tools/european-training-calendar/training/understanding-to-respond-youth-work-and-radicalisation.14886/
14915,Training Course,POWER: Project Factory for Empowerment of Young People In & After Imprisonment,26-30 October 2026,,Latvia,2026-08-10,10 August 2026,"Eastern Partnership countries , Erasmus+ Youth Programme countries","“POWER” is an international training course for professionals working with young people in and after imprisonment, bringing together institutions, probation services and NGOs to strengthen inclusion and reintegration.",https://www.salto-youth.net/tools/european-training-calendar/training/power-project-factory-for-empowerment-of-young-people-in-after-imprisonment.14915/
14904,Partnership-building Activity,PBA Youth X Culture,23-28 November 2026,Leuven,Belgium - FL,2026-08-15,15 August 2026,"Erasmus+ Youth Programme countries , Partner Countries Neighbouring the EU","Connect youth work & culture! This Leuven networking event helps cultural operators & youth groups build international partnerships funded by Erasmus+ and the European Solidarity Corps. Meet future partners & spark creative, inclusive projects.",https://www.salto-youth.net/tools/european-training-calendar/training/pba-youth-x-culture.14904/
14932,Training Course,"Participation, Engagement and Impact Lab for Multicultural Youth",9-13 November 2026,Anjala,Finland,2026-08-27,27 August 2026,"Denmark, Estonia, Finland, Norway, Sweden",The training course is intended for organisations that work with multicultural youth or wish to strengthen diversity and inclusion within their activities and engage a broader range of young participants.,https://www.salto-youth.net/tools/european-training-calendar/training/participation-engagement-and-impact-lab-for-multicultural-youth.14932/
14513,Partnership-building Activity,PBA Make the Move for Green Inclusion V,19-24 October 2026,Novi Sad,Serbia,2026-08-29,29 August 2026,Erasmus+ Youth Programme countries,"PBA is organised to find good reliable partners for youth exchanges with a focus on inclusion and ""green"" and to understand the needs for a YE of good quality. For this time, youth workers and young people from same structures will come together.",https://www.salto-youth.net/tools/european-training-calendar/training/pba-make-the-move-for-green-inclusion-v.14513/
14859,Training Course,Working with Queer Youth,26-30 October 2026,Malmö,Sweden,2026-08-30,30 August 2026,"Armenia, Azerbaijan, Georgia, Moldova, Ukraine, Erasmus+ Youth Programme countries , Western Balkan countries","This training course brings together experienced LGBTQAI+ youth workers and organisations to exchange practices, strengthen community-based and participatory approaches, and explore connections between youth work and queer activism.",https://www.salto-youth.net/tools/european-training-calendar/training/working-with-queer-youth.14859/
14947,Training Course,Youth Exchanges for ALL - Slovakia OCT 2026,5-9 October 2026,,Slovak Republic,2026-09-01,1 September 2026,"Erasmus+ Youth Programme countries , Western Balkan countries",Did you know you can get funding for Youth Exchanges with young people from disadvantaged backgrounds? Discover in this beginner's course how you can organise inclusive Youth Exchanges in the Erasmus+ youth programme.,https://www.salto-youth.net/tools/european-training-calendar/training/youth-exchanges-for-all-slovakia-oct-2026.14947/
14817,Training Course,Municipalities4Democracy - Local youth policy and youth voice,2-7 November 2026,tbc,Portugal,2026-09-02,2 September 2026,"Armenia, Belgium - FL, Belgium - FR, Bulgaria, Cyprus, Finland, France, Greece, Hungary, Iceland, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Morocco, Netherlands, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, Tunisia, Ukraine","If you are a municipal youth policy officer and you want to improve your competences in engaging young people in democratic municipal decisions, then this training course is for you.",https://www.salto-youth.net/tools/european-training-calendar/training/municipalities4democracy-local-youth-policy-and-youth-voice.14817/
14905,Seminar,Why municipal youth participation?,16-21 November 2026,Budapest EYCB,Hungary,2026-09-06,6 September 2026,"ANDORRA, MONACO, Morocco, SAN MARINO, Tunisia, United Kingdom, Eastern Partnership countries , Erasmus+ Youth Programme countries , Western Balkan countries","The Council of Europe Youth Department, in the framework of the project Youth revitalising democracy, and the Democracy Reloading Partnership of Erasmus+ national agencies are organising a joint Seminar for municipal youth participation policy makers.",https://www.salto-youth.net/tools/european-training-calendar/training/why-municipal-youth-participation.14905/
14930,Training Course,Mental Health in Youth Work - Training Course,19-23 October 2026,,Finland,2026-09-07,7 September 2026,Erasmus+ Youth Programme countries,"The training provides a foundation for understanding how youth workers can strengthen and support young people’s mental health, wellbeing, and resilience; aimed for youth workers who work directly with young people in youth work settings.",https://www.salto-youth.net/tools/european-training-calendar/training/mental-health-in-youth-work-training-course.14930/
14419,E-learning,Democracy Reloading Webinars 2026: Developing youth participation in municipal decisions,7 October 2026,online,Belgium - FR,2026-10-04,4 October 2026,"United Kingdom, Eastern Partnership countries , Erasmus+ Youth Programme countries , Southern Mediterranean countries , Western Balkan countries",Four 90-minute webinars focusing on the four key competences for municipalities in developing youth participation in municipal decisions.,https://www.salto-youth.net/tools/european-training-calendar/training/democracy-reloading-webinars-2026-developing-youth-participation-in-municipal-decisions.14419/
11591,E-learning,Youth+: How to help youth with fewer/less opportunities grow in volunteering projects,14 October 2032 - 1 October 2033,,Hungary,2032-09-30,30 September 2032,"Erasmus+ Youth Programme countries , Other countries in the world , Partner Countries Neighbouring the EU","An online course for youth workers to learn: - how to approach a group of youth with fewer opportunities, - how to involve them, to create their own volunteering project to help a community in need, - how to train, coach, mentor and support them.",https://www.salto-youth.net/tools/european-training-calendar/training/youth-how-to-help-youth-with-fewer-less-opportunities-grow-in-volunteering-projects.11591/
14690,Training Course,Connecting garden,15-23 July 2926,,France,2926-06-01,1 June 2926,"Armenia, France, Georgia, Greece, Italy, Lithuania, Romania, Spain, Türkiye","This is a training course to get to learn how to accompany young people to create a natural space for nature reconnection, self and other reconnection.",https://www.salto-youth.net/tools/european-training-calendar/training/connecting-garden.14690/
