identifier,programme,status,opening,deadline,deadline_model,budget_total_eur,action_type,topic_url
HORIZON-CL6-2026-01-CIRCBIO-09,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-09
HORIZON-CL6-2026-01-ZEROPOLLUTION-02,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-ZEROPOLLUTION-02
HORIZON-CL6-2026-01-BIODIV-05,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-05
HORIZON-CL6-2026-01-BIODIV-03,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-03
HORIZON-CL6-2026-01-CIRCBIO-11,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-11
HORIZON-CL6-2026-01-CIRCBIO-03,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-03
HORIZON-CL6-2026-01-ZEROPOLLUTION-01,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-ZEROPOLLUTION-01
HORIZON-CL6-2026-01-BIODIV-04,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-04
HORIZON-CL6-2026-01-CIRCBIO-04,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-04
HORIZON-CL6-2026-01-CIRCBIO-07,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-07
HORIZON-CL6-2026-01-ZEROPOLLUTION-03,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-ZEROPOLLUTION-03
HORIZON-CL6-2026-01-CIRCBIO-10,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-10
HORIZON-CL6-2026-01-CIRCBIO-02,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-02
HORIZON-CL6-2026-01-CIRCBIO-01,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-01
HORIZON-CL6-2026-01-CIRCBIO-05,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-05
HORIZON-CL6-2026-01-CIRCBIO-06,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-06
HORIZON-CL6-2026-01-BIODIV-02,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-02
HORIZON-CL6-2026-01-BIODIV-06,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-06
LIFE-2026-SAP-NAT-GOV,LIFE,open,2026-04-21,2026-09-22,single-stage,347000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-GOV
LIFE-2026-SAP-NAT-NATURE,LIFE,open,2026-04-21,2026-09-22,single-stage,347000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-NATURE
EuropeAid/186264/DD/ACT/LK,NDICI / EuropeAid,open,2026-04-08,2026-05-25,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186264
EuropeAid/185838/DD/ACT/MA,NDICI / EuropeAid,open,2026-04-17,2026-06-02,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185838
EuropeAid/186375/DD/ACT/UG,NDICI / EuropeAid,open,2026-04-16,2026-06-04,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186375
LIFE-2026-CET-DIGITAL,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-DIGITAL
LIFE-2026-CET-EMPOWER,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-EMPOWER
LIFE-2026-CET-BUILDSKILLS,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-BUILDSKILLS
LIFE-2026-CET-INDUSTRY,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-INDUSTRY
LIFE-2026-CET-OSS,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-OSS
LIFE-2026-CET-BETTERRENO,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-BETTERRENO
LIFE-2026-CET-PDA,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-PDA
LIFE-2026-CET-RENEWHC,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-RENEWHC
LIFE-2026-CET-POLICY,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-POLICY
LIFE-2026-CET-PRIVAFIN,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-PRIVAFIN
LIFE-2026-CET-ENERPOV,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-ENERPOV
LIFE-2026-CET-ENERCOM,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-ENERCOM
HORIZON-JU-EUROHPC-2026-COAIF-03,Horizon Europe,open,2026-04-28,2026-06-23,single-stage,25000000,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-EUROHPC-2026-COAIF-03
LIFE-2026-CET-HEATCOOLPLAN,LIFE,open,2026-04-21,2026-09-16,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-HEATCOOLPLAN
EuropeAid/186494/DD/ACT/Multi,NDICI / EuropeAid,open,2026-04-27,2026-08-05,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186494
EuropeAid/186778/DD/ACT/MK,NDICI / EuropeAid,open,2026-05-04,2026-07-10,,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186778PROSPECTSEN
SOCPL-2026-INFO-WK,EaSI / SOCPL,open,2026-04-15,2026-06-24,single-stage,6670000,SOCPL Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SOCPL-2026-INFO-WK
HORIZON-CL3-2026-01-BM-02,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-BM-02
HORIZON-CL3-2026-01-FCT-03,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-FCT-03
HORIZON-CL3-2026-01-FCT-02,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-FCT-02
HORIZON-CL3-2026-01-DRS-01,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-01
HORIZON-CL3-2026-01-DRS-04,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-04
HORIZON-CL3-2026-01-BM-01,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-BM-01
HORIZON-CL3-2026-01-BM-03,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-BM-03
PPPA-2026-BORN-DIGITAL-HERITAGE,Pilot Projects,forthcoming,2026-06-04,2026-07-16,single-stage,1985000,PPPA Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/PPPA-2026-BORN-DIGITAL-HERITAGE
EuropeAid/186382/DD/ACT/BO,NDICI / EuropeAid,open,2026-04-02,2026-05-19,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186382
EuropeAid/186109/DD/ACT/SV,NDICI / EuropeAid,open,2026-02-20,2026-05-15,,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186109PROSPECTSEN
EuropeAid/186111/DD/ACT/TH,NDICI / EuropeAid,open,2026-04-02,2026-05-18,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186111
EuropeAid/186170/DD/ACT/MY,NDICI / EuropeAid,open,2026-04-02,2026-05-18,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186170
HORIZON-JU-CHIPS-2026-1-RIA,Horizon Europe,open,2026-02-03,2026-05-07,two-stage,50000000,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CHIPS-2026-1-RIA
EuropeAid/186313/DD/ACT/Multi,NDICI / EuropeAid,open,2026-05-06,2026-07-06,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186313
EuropeAid/186647/DD/ACT/BA,NDICI / EuropeAid,open,2026-05-06,2026-06-15,,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186647PROSPECTSEN
HORIZON-JU-CHIPS-2026-1-IA,Horizon Europe,open,2026-02-03,2026-05-07,two-stage,40000000,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CHIPS-2026-1-IA
HORIZON-CL3-2026-01-SSRI-01,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-SSRI-01
HORIZON-CL3-2026-01-DRS-05,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-05
HORIZON-CL3-2026-01-DRS-03,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-03
HORIZON-CL3-2026-01-SSRI-04,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-SSRI-04
HORIZON-CL3-2026-01-INFRA-03,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-03
EP-COMM-SUBV-2026-MUSIC,EP,forthcoming,2026-05-07,2026-06-11,single-stage,600000,EP Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EP-COMM-SUBV-2026-MUSIC
EP-COMM-SUBV-2026-EYE-VILLAGE,EP,forthcoming,2026-05-07,2026-06-11,single-stage,600000,EP Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EP-COMM-SUBV-2026-EYE-VILLAGE
HORIZON-EURATOM-2026-01-09,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Cofund Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-09
HORIZON-EURATOM-2026-01-02,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-02
HORIZON-EURATOM-2026-01-03,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-03
HORIZON-EURATOM-2026-01-01,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-01
HORIZON-WIDERA-2027-01-WIDENING-01,Horizon Europe,forthcoming,2027-05-05,2027-11-18,single-stage,40000000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2027-01-WIDENING-01
HORIZON-EURATOM-2026-01-08,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Cofund Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-08
HORIZON-EURATOM-2026-01-04,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-04
HORIZON-EURATOM-2026-01-05,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-05
HORIZON-EURATOM-2026-01-06,Horizon Europe,open,2026-04-23,2026-09-15,single-stage,74500000,EURATOM Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-06
